8456	12	12
8608	0	8
8648	0	0
8214	12	12
8597	12	12
8689	12	12
8133	217	217
8692	12	12
8135	217	217
8756	151	159
8713	151	151	159	160
8441	735	783
8249	373	374
8248	373	374
8250	373	374
8200	217	217
8219	89	89
8199	217	217
8198	217	217
8160	217	217	248	278
8197	230	230
8196	232	232
8147	232	289
8190	232	244
8191	232	244
8108	247	283
8150	247	248
8110	217	217
8140	247	248
8149	247	248
8128	247	248
1545	247	283
1345	232	289
1346	248	248
8159	274	274
8158	274	276
8161	276	278
8157	276	279
8169	217	217
8148	281	282
8124	282	289
8106	282	283
8122	282	283
8120	282	289
8114	282	283
8123	284	288
8137	282	289
8131	284	288
8130	284	288
8134	282	289
8107	284	288
8155	217	217
8168	288	304
8154	232	232	288	289
8163	290	290
8166	290	294
8172	294	327
8171	294	304
8176	317	317
8173	317	317
8235	319	373
8178	319	319
8181	319	319
8184	319	373
8183	319	373
8177	319	319
8192	319	373
8179	319	319
8230	319	373
8217	319	373
8182	319	319
8221	326	332
8234	319	373
8212	326	327
8215	332	334
8216	332	334
8231	332	347
8207	332	334
8224	326	337
8229	334	336
8232	336	337
8237	337	338
8239	338	342
8241	342	370
8246	342	373
8236	338	350
8268	350	408
8245	345	374
8257	347	375
8251	342	374
8261	375	375
8254	375	376
8256	376	394
8260	375	385
8255	375	385
8265	394	408
8264	383	429
8267	383	408
8282	408	412
8319	412	487
8272	399	429
8280	432	441
8326	412	487
5	408	463
8278	432	441
8318	412	487
8279	432	441
8380	412	438	579	686
8286	438	441
8285	438	441
8290	462	462
8291	462	462
8292	463	464
8293	463	464
8301	462	464
8300	464	464
8312	465	466
8310	465	466
8306	465	466
8303	465	466
8311	465	466
8298	487	487
8302	487	487
8308	487	487
8309	487	487
8331	507	519
8294	463	518
8322	507	518
8323	518	519
8353	519	552
8357	519	561
8370	519	552
8315	507	555
8354	519	552
8372	519	552
8368	519	552
8346	519	579
8347	519	579
8367	519	552
8356	519	561
8366	519	552
8351	555	557
8337	532	557
8349	557	578
8350	557	578
8334	555	579
8333	555	579
8376	578	579
8342	555	593
8378	579	579
8373	592	594
8325	555	593
8355	555	557	593	598
8358	579	608
8394	592	594
8365	579	608
8374	598	669
8361	555	557	593	598
8383	579	598
8369	599	599
8360	599	608
8359	599	608
8364	579	608
8307	466	518
8313	466	518
8406	602	672
8411	599	678
8415	669	677
8423	677	690
8420	677	690
8410	598	685
8417	678	679
8426	679	700
8425	679	690
8422	679	700
8412	669	672
24	688	688
8402	669	672
8440	690	723
8436	690	704
8438	690	690
8427	690	700
8433	690	704
8447	704	723
8448	704	723
8443	723	737
8428	690	783
8442	723	737
8445	723	737
8462	723	740
8461	737	741
8464	737	741
8463	741	744
8468	744	766
8470	766	775
8469	766	775
8477	775	799
8490	775	799
8475	766	786
8498	786	807
8478	775	799
8485	775	775
8476	771	807
8489	775	775	796	799
8492	786	807
8484	775	775
8481	771	807
8502	796	807
8503	807	827
8522	786	838
8505	808	827
8513	834	834
8521	834	838
8532	838	844
8516	844	877
8515	844	877
8527	877	880
8540	880	906
8524	877	916
8547	902	941
8539	880	1015
8528	906	926
8534	906	926
8526	906	926
8529	906	926
8536	927	927
8537	927	1014
8545	902	941
8555	941	997
8544	922	1015
8621	953	1111
8556	1132	1132
8560	1015	1017
8586	1017	1111
8622	953	1111
8654	1132	1132
8744	1132	1145
8664	1141	1145
8698	1141	1145
8446	1132	1132
8379	1145	1145
