VCF_ID	TRUE_ID	TO_KEEP	CROSS
YHM2_rerun.merged.sorted.rg	YHM2	GP	QF2YHM2
YHM8_merged.sorted.rg	YHM8	GP	QF4YHM8
merged_001.sorted.rg	1	KEEP	QF2YHM2
merged_003.sorted.rg	3	KEEP	QF2YHM2
merged_009.sorted.rg	9	KEEP	YHF5QM6
merged_011.sorted.rg	11	KEEP	QF4YHM8
merged_012.sorted.rg	12	KEEP	QF4YHM8
merged_027.sorted.rg	27	KEEP	QF4YHM8
merged_040.sorted.rg	40	KEEP	YHF6QM7
merged_046.sorted.rg	46	KEEP	YHF5QM6
merged_054.sorted.rg	54	KEEP	YHF5QM6
merged_060.sorted.rg	60	KEEP	YHF6QM7
merged_089.sorted.rg	89	KEEP	YHF6QM7
merged_090.sorted.rg	90	KEEP	YHF6QM7
merged_103.sorted.rg	103	KEEP	YHF6QM7
merged_109.sorted.rg	109	KEEP	QF4YHM8
merged_147.sorted.rg	147	KEEP	YHF6QM7
merged_148.sorted.rg	148	KEEP	YHF6QM7
merged_150.sorted.rg	150	KEEP	QF4YHM8
merged_156.sorted.rg	156	KEEP	QF4YHM8
merged_172.sorted.rg	172	KEEP	QF4YHM8
merged_183.sorted.rg	183	KEEP	YHF6QM7
merged_200.sorted.rg	200	KEEP	YHF6QM7
merged_201.sorted.rg	201	KEEP	YHF6QM7
merged_214.sorted.rg	214	KEEP	QF4YHM8
merged_216.sorted.rg	216	KEEP	YHF5QM6
merged_218.sorted.rg	218	KEEP	YHF5QM6
merged_240.sorted.rg	240	KEEP	YHF5QM6
merged_266.sorted.rg	266	KEEP	QF4YHM8
merged_267.sorted.rg	267	KEEP	QF4YHM8
merged_271.sorted.rg	271	KEEP	QF4YHM8
merged_278.sorted.rg	278	KEEP	YHF6QM7
merged_279.sorted.rg	279	KEEP	YHF5QM6
merged_281.sorted.rg	281	KEEP	YHF5QM6
merged_288.sorted.rg	288	KEEP	YHF6QM7
merged_289.sorted.rg	289	KEEP	YHF6QM7
merged_301.sorted.rg	301	KEEP	YHF6QM7
merged_309.sorted.rg	309	KEEP	QF4YHM8
merged_312.sorted.rg	312	KEEP	QF4YHM8
merged_313.sorted.rg	313	KEEP	QF4YHM8
merged_324.sorted.rg	324	KEEP	QF4YHM8
merged_325.sorted.rg	325	KEEP	QF4YHM8
merged_329.sorted.rg	329	KEEP	YHF5QM6
merged_349.sorted.rg	349	KEEP	YHF6QM7
merged_350.sorted.rg	350	KEEP	YHF6QM7
merged_360.sorted.rg	360	KEEP	YHF6QM7
merged_363.sorted.rg	363	KEEP	YHF6QM7
merged_373.sorted.rg	373	KEEP	YHF6QM7
merged_374.sorted.rg	374	KEEP	YHF6QM7
merged_377.sorted.rg	377	KEEP	YHF6QM7
merged_380.sorted.rg	380	KEEP	YHF6QM7
merged_385.sorted.rg	385	KEEP	YHF6QM7
merged_386.sorted.rg	386	KEEP	YHF6QM7
merged_388.sorted.rg	388	KEEP	YHF6QM7
merged_396.sorted.rg	396	KEEP	QF4YHM8
merged_401.sorted.rg	401	KEEP	YHF5QM6
merged_409.sorted.rg	409	KEEP	YHF6QM7
merged_410.sorted.rg	410	KEEP	YHF6QM7
merged_411.sorted.rg	411	KEEP	YHF6QM7
merged_412.sorted.rg	412	KEEP	YHF6QM7
merged_413.sorted.rg	413	KEEP	YHF6QM7
merged_414.sorted.rg	414	KEEP	YHF6QM7
merged_417.sorted.rg	417	KEEP	QF4YHM8
merged_418.sorted.rg	418	KEEP	YHF5QM6
merged_421.sorted.rg	421	KEEP	YHF5QM6
merged_436.sorted.rg	436	KEEP	YHF6QM7
merged_443.sorted.rg	443	KEEP	YHF6QM7
merged_450.sorted.rg	450	KEEP	YHF5QM6
merged_455.sorted.rg	455	KEEP	YHF5QM6
merged_458.sorted.rg	458	KEEP	YHF6QM7
merged_537.sorted.rg	537	KEEP	QF2YHM2
merged_597.sorted.rg	597	KEEP	YHF5QM6
merged_604.sorted.rg	604	KEEP	YHF5QM6
merged_666.sorted.rg	666	KEEP	YHF6QM7
merged_679.sorted.rg	679	KEEP	YHF6QM7
merged_680.sorted.rg	680	KEEP	YHF6QM7
merged_720.sorted.rg	720	KEEP	QF4YHM8
merged_724.sorted.rg	724	KEEP	QF2YHM2
merged_894.sorted.rg	894	KEEP	QF4YHM8
